token_id,token_str,count,avg_expert_size,avg_expert_size_excluding_null,null_fraction
41805,rocessing,70,93.33,256.0,0.635417
60260,henburg,13,93.33,256.0,0.635417
61071, methionine,45,93.33,256.0,0.635417
61179,roxen,25,93.33,256.0,0.635417
51925,х,116,93.36,256.0,0.635327
33295,secondary,69,93.37,256.0,0.635266
47155,esterly,25,93.44,256.0,0.635
59922,-governing,46,93.45,256.0,0.634964
28427, repellent,130,93.46,256.0,0.634936
58984,ruvate,19,93.47,256.0,0.634868
36723,tershire,34,93.49,256.0,0.634804
48722,-reflection,51,93.49,256.0,0.634804
11731, Amendment,575,93.5,256.0,0.634783
6666,ults,97,93.5,256.0,0.634772
11276,grim,40,93.53,256.0,0.634635
46419,orbic,13,93.54,256.0,0.634615
29184, literate,140,93.54,256.0,0.634598
50895,orant,88,93.55,256.0,0.634588
49308, malpractice,75,93.55,256.0,0.634583
15692,dup,24,93.56,256.0,0.634549
36969,racuse,12,93.56,256.0,0.634549
36785,LAN,94,93.56,256.0,0.63453
13078,assment,33,93.58,256.0,0.63447
41439,ryl,61,93.6,256.0,0.634392
44151,erella,18,93.63,256.0,0.634259
19273,illation,117,93.65,256.0,0.63417
16007,oresc,25,93.65,256.0,0.634167
63274,escens,25,93.65,256.0,0.634167
23902,avil,48,93.67,256.0,0.634115
35460,iptic,8,93.67,256.0,0.634115
45558, onshore,72,93.67,256.0,0.634115
53381, instar,31,93.68,256.0,0.634073
51207, opiate,77,93.68,256.0,0.634064
52230,ppelin,22,93.7,256.0,0.633996
62000,coach,36,93.7,256.0,0.63397
7348,ipedia,21,93.71,256.0,0.633929
12590,esign,68,93.73,256.0,0.633885
20657,ivorous,67,93.73,256.0,0.633862
56631,etine,55,93.77,256.0,0.633712
58060, endoscope,29,93.79,256.0,0.633621
19250,ctoral,62,93.81,256.0,0.633569
61366,uatu,39,93.81,256.0,0.633547
55909,pirin,53,93.84,256.0,0.633451
45982,-chemical,94,93.84,256.0,0.633422
55127,awak,10,93.87,256.0,0.633333
51355,faith,88,93.88,256.0,0.633286
15445, offensive,527,93.88,256.0,0.633282
46889, ablation,68,93.88,256.0,0.633272
